X,Y,Z,energy,LJ,Coulomb_ewald,Coulomb_real,Coulomb_fourier,alpha
0.0,0.0,0.0,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
4.1519522706966176e-17,4.1519522706966176e-17,0.6780652631578947,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
8.303904541393235e-17,8.303904541393235e-17,1.3561305263157895,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
1.2455856812089852e-16,1.2455856812089852e-16,2.034195789473684,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
1.660780908278647e-16,1.660780908278647e-16,2.712261052631579,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
2.075976135348309e-16,2.075976135348309e-16,3.3903263157894736,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
2.4911713624179705e-16,2.4911713624179705e-16,4.068391578947368,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
2.9063665894876325e-16,2.9063665894876325e-16,4.746456842105263,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
3.321561816557294e-16,3.321561816557294e-16,5.424522105263158,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
3.7367570436269557e-16,3.7367570436269557e-16,6.1025873684210525,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
4.151952270696618e-16,4.151952270696618e-16,6.780652631578947,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
4.56714749776628e-16,4.56714749776628e-16,7.458717894736843,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
4.982342724835941e-16,4.982342724835941e-16,8.136783157894737,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
5.3975379519056025e-16,5.3975379519056025e-16,8.81484842105263,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
5.812733178975265e-16,5.812733178975265e-16,9.492913684210526,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
6.227928406044927e-16,6.227928406044927e-16,10.170978947368422,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
6.643123633114588e-16,6.643123633114588e-16,10.849044210526316,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
7.05831886018425e-16,7.05831886018425e-16,11.52710947368421,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
7.473514087253911e-16,7.473514087253911e-16,12.205174736842105,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
7.888709314323574e-16,7.888709314323574e-16,12.88324,990.09234969,5979.80010583,-4989.70775613,-4043.48691284,-946.2208433,0.341429
0.39746105263157894,0.0,0.0,22224.72330883,27546.76716503,-5322.04385621,-4194.29963115,-1127.74422506,0.341429
0.397461052631579,4.1519522706966176e-17,0.6780652631578947,16136.38131984,20561.05252185,-4424.67120201,-3277.59721166,-1147.07399035,0.341429
0.397461052631579,8.303904541393235e-17,1.3561305263157895,7815.34181448,11054.29235873,-3238.95054425,-2113.32580482,-1125.62473943,0.341429
0.39746105263157905,1.2455856812089852e-16,2.034195789473684,910.79305647,3674.80817935,-2764.01512288,-1692.56525113,-1071.44987174,0.341429
0.3974610526315791,1.660780908278647e-16,2.712261052631579,722.16459064,3427.51240902,-2705.34781838,-1704.56920772,-1000.77861066,0.341429
0.39746105263157916,2.075976135348309e-16,3.3903263157894736,1196.42104087,3919.3397676,-2722.91872674,-1789.85008731,-933.06863943,0.341429
0.39746105263157916,2.4911713624179705e-16,4.068391578947368,-2750.19713459,199.36789548,-2949.56503007,-2069.03838907,-880.526641,0.341429
0.3974610526315792,2.9063665894876325e-16,4.746456842105263,-5203.61739416,-1695.07440505,-3508.54298911,-2666.70652105,-841.83646806,0.341429
0.39746105263157927,3.321561816557294e-16,5.424522105263158,-5841.31894202,-1691.263046,-4150.05589603,-3340.99227196,-809.06362407,0.341429
0.3974610526315793,3.7367570436269557e-16,6.1025873684210525,-4812.8814174,-406.14754318,-4406.73387422,-3626.28890121,-780.44497301,0.341429
0.3974610526315793,4.151952270696618e-16,6.780652631578947,-3991.59723796,186.61330095,-4178.21053891,-3415.43769566,-762.77284326,0.341429
0.3974610526315794,4.56714749776628e-16,7.458717894736843,-4867.05679823,-657.03708097,-4210.01971726,-3449.35636859,-760.66334867,0.341429
0.39746105263157944,4.982342724835941e-16,8.136783157894737,-5384.08241979,-8.11933228,-5375.96308751,-4607.30192392,-768.66116359,0.341429
0.3974610526315795,5.3975379519056025e-16,8.81484842105263,4659.45301786,12002.64558131,-7343.19256346,-6564.36335379,-778.82920967,0.341429
0.3974610526315795,5.812733178975265e-16,9.492913684210526,37812.53173358,46033.53586031,-8221.00412673,-7426.57568961,-794.42843713,0.341429
0.39746105263157955,6.227928406044927e-16,10.170978947368422,41219.03570605,47563.22907227,-6344.19336622,-5514.02491398,-830.16845224,0.341429
0.3974610526315796,6.643123633114588e-16,10.849044210526316,21382.52342288,25210.98991347,-3828.46649059,-2932.30727381,-896.15921678,0.341429
0.39746105263157966,7.05831886018425e-16,11.52710947368421,8010.3789714,11565.55865571,-3555.17968431,-2571.41993836,-983.75974595,0.341429
0.39746105263157966,7.473514087253911e-16,12.205174736842105,10541.69232618,15318.4055031,-4776.71317692,-3707.75555733,-1068.95761959,0.341429
