X,Y,Z,energy,LJ,Coulomb_ewald,Coulomb_real,Coulomb_fourier,alpha,tail_correction,k_vec
0.25172533333333347,2.26551,1.2883240000000002,13484.43393891,4142.07367111,9342.3602678,8946.09694292,396.26332488,0.341429,-21026.51913251,13;13;11
0.2517253333333335,2.26551,1.8036535999999999,2978403.79979518,2978545.94024611,-142.14045093,-23.72502748,-118.41542345,0.341429,-21026.51913251,13;13;11
0.2517253333333336,2.26551,2.3189832,2610367.78323857,2619935.32447562,-9567.54123706,-8862.49425957,-705.04697749,0.341429,-21026.51913251,13;13;11
0.2517253333333336,2.26551,2.8343128,-5959.00561196,-76.87981471,-5882.12579725,-4654.68982835,-1227.4359689,0.341429,-21026.51913251,13;13;11
0.25172533333333363,2.26551,3.3496424000000005,-3172.70766871,-115.02794278,-3057.67972594,-1496.83006796,-1560.84965797,0.341429,-21026.51913251,13;13;11
0.25172533333333363,2.2655100000000004,3.8649720000000007,8167252.8320673,8175710.10773967,-8457.27567237,-6833.6687375,-1623.60693487,0.341429,-21026.51913251,13;13;11
0.2517253333333337,2.2655100000000004,4.3803016,576773.36963851,590295.79658691,-13522.42694841,-12125.17754381,-1397.24940459,0.341429,-21026.51913251,13;13;11
0.2517253333333337,2.2655100000000004,4.8956312,177347.6810537,189545.49828506,-12197.81723135,-11266.67152055,-931.14571081,0.341429,-21026.51913251,13;13;11
0.25172533333333375,2.2655100000000004,5.410960800000001,67905.43048386,72340.03118342,-4434.60069955,-4104.04207092,-330.55862864,0.341429,-21026.51913251,13;13;11
0.2517253333333338,2.2655100000000004,5.926290400000001,28686.18184928,22681.85886353,6004.32298575,5734.75613883,269.56684692,0.341429,-21026.51913251,13;13;11
0.2517253333333338,2.2655100000000004,6.44162,31722.3849329,17914.59798112,13807.78695178,13068.72678864,739.06016314,0.341429,-21026.51913251,13;13;11
0.25172533333333386,2.2655100000000004,6.956949600000001,43357.16821729,28613.06059677,14744.10762052,13758.30954633,985.79807419,0.341429,-21026.51913251,13;13;11
0.25172533333333386,2.2655100000000004,7.472279200000001,46457.25345625,37713.94917052,8743.30428573,7765.68557536,977.61871037,0.341429,-21026.51913251,13;13;11
0.2517253333333339,2.2655100000000004,7.9876088,44103.29004869,43992.74359094,110.54645775,-635.69075603,746.23721378,0.341429,-21026.51913251,13;13;11
0.2517253333333339,2.2655100000000004,8.502938400000001,46259.35533596,52740.08585226,-6480.7305163,-6854.06340068,373.33288438,0.341429,-21026.51913251,13;13;11
0.25172533333333397,2.2655100000000004,9.018268,34450.10446759,43612.76484919,-9162.6603816,-9128.15406803,-34.50631357,0.341429,-21026.51913251,13;13;11
0.251725333333334,2.2655100000000004,9.5335976,10221.7463828,19419.86515329,-9198.11877049,-8825.38443604,-372.73433445,0.341429,-21026.51913251,13;13;11
0.251725333333334,2.2655100000000004,10.048927200000001,-1072.35937656,8103.17575027,-9175.53512684,-8614.80312318,-560.73200366,0.341429,-21026.51913251,13;13;11
0.2517253333333341,2.2655100000000004,10.5642568,1093.46843576,11722.47190062,-10629.00346487,-10072.77281341,-556.23065146,0.341429,-21026.51913251,13;13;11
0.2517253333333341,2.265510000000001,11.0795864,50556.75213352,64197.13804517,-13640.38591165,-13277.49374096,-362.89217069,0.341429,-21026.51913251,13;13;11
0.25172533333333413,2.265510000000001,11.594916000000001,1687701.8879678,1707050.47574836,-19348.58778056,-19317.29101488,-31.29676568,0.341429,-21026.51913251,13;13;11
0.25172533333333413,2.265510000000001,12.1102456,-18717.61316402,17357.27222584,-36074.88538986,-36423.4043335,348.51894364,0.341429,-21026.51913251,13;13;11
0.2517253333333342,2.265510000000001,12.6255752,115425.07603578,200942.30318085,-85517.22714506,-86182.4412512,665.21410613,0.341429,-21026.51913251,13;13;11
0.25172533333333347,2.7689566666666665,0.2576648,697368.18061804,700076.44302706,-2708.26240901,-3975.91768564,1267.65527663,0.341429,-21026.51913251,13;13;11
0.2517253333333335,2.7689566666666665,0.7729944,2904122.48475704,2879530.23907375,24592.24568328,23380.08249645,1212.16318683,0.341429,-21026.51913251,13;13;11
0.2517253333333335,2.7689566666666665,1.2883240000000002,10329714.03536165,10316194.41046301,13519.62489864,12674.32232652,845.30257212,0.341429,-21026.51913251,13;13;11
0.2517253333333336,2.7689566666666665,1.8036535999999999,926381.05817605,956468.43626972,-30087.37809367,-30329.8420191,242.46392543,0.341429,-21026.51913251,13;13;11
0.25172533333333363,2.7689566666666665,2.3189832,440334.31549476,503739.08488786,-63404.7693931,-62948.63814541,-456.13124769,0.341429,-21026.51913251,13;13;11
0.25172533333333363,2.7689566666666665,2.8343128,2728402.03190945,2761672.22128792,-33270.18937846,-32188.42314855,-1081.76622992,0.341429,-21026.51913251,13;13;11
0.2517253333333337,2.7689566666666665,3.3496424000000005,3937806.03761348,3949476.87473328,-11670.8371198,-10190.50046017,-1480.33665963,0.341429,-21026.51913251,13;13;11
0.2517253333333337,2.768956666666667,3.8649720000000007,4825670.99202529,4840408.94021789,-14737.9481926,-13187.30367753,-1550.64451507,0.341429,-21026.51913251,13;13;11
0.25172533333333375,2.768956666666667,4.3803016,985247.73235976,1006911.9240051,-21664.19164534,-20395.03222111,-1269.15942423,0.341429,-21026.51913251,13;13;11
0.25172533333333375,2.768956666666667,4.8956312,1205258.54713324,1225123.06667087,-19864.51953763,-19168.24638489,-696.27315274,0.341429,-21026.51913251,13;13;11
0.2517253333333338,2.768956666666667,5.410960800000001,674730.00562294,680480.79456303,-5750.78894009,-5788.2612287,37.47228861,0.341429,-21026.51913251,13;13;11
0.25172533333333386,2.768956666666667,5.926290400000001,220464.09352558,204785.95740979,15678.13611579,14915.1561634,762.97995239,0.341429,-21026.51913251,13;13;11
0.25172533333333386,2.768956666666667,6.44162,344890.12147785,310882.38062973,34007.74084812,32692.54689312,1315.193955,0.341429,-21026.51913251,13;13;11
0.2517253333333339,2.768956666666667,6.956949600000001,489298.97369804,451411.3563386,37887.61735944,36312.13758834,1575.4797711,0.341429,-21026.51913251,13;13;11
0.2517253333333339,2.768956666666667,7.472279200000001,305572.62043291,280987.85871723,24584.76171568,23083.61622601,1501.14548967,0.341429,-21026.51913251,13;13;11
0.25172533333333397,2.768956666666667,7.9876088,521630.68003664,517411.98195873,4218.69807791,3085.60359081,1133.0944871,0.341429,-21026.51913251,13;13;11
0.25172533333333397,2.768956666666667,8.502938400000001,1553461.10740081,1565068.67865351,-11607.57125271,-12187.98033387,580.40908116,0.341429,-21026.51913251,13;13;11
0.251725333333334,2.768956666666667,9.018268,1395680.86077961,1412815.85841111,-17134.99763151,-17123.75298482,-11.24464668,0.341429,-21026.51913251,13;13;11
0.2517253333333341,2.768956666666667,9.5335976,377358.39035088,392878.35461266,-15519.96426178,-15023.57492443,-496.38933735,0.341429,-21026.51913251,13;13;11
0.2517253333333341,2.768956666666667,10.048927200000001,71729.53836405,85692.95699851,-13963.41863446,-13201.41425995,-762.0043745,0.341429,-21026.51913251,13;13;11
0.25172533333333413,2.768956666666667,10.5642568,42020.59518802,57027.4956438,-15006.90045578,-14256.83800126,-750.06245452,0.341429,-21026.51913251,13;13;11
0.25172533333333413,2.7689566666666674,11.0795864,114187.54880851,130678.65522642,-16491.10641791,-16022.28915312,-468.81726479,0.341429,-21026.51913251,13;13;11
0.2517253333333342,2.7689566666666674,11.594916000000001,818527.65908959,834388.87322324,-15861.21413365,-15869.01739393,7.80326028,0.341429,-21026.51913251,13;13;11
0.2517253333333342,2.7689566666666674,12.1102456,-5353.85684905,9663.76042729,-15017.61727634,-15571.63565913,554.01838279,0.341429,-21026.51913251,13;13;11
0.25172533333333424,2.7689566666666674,12.6255752,74881.87111171,93004.93173371,-18123.060622,-19142.72655914,1019.66593714,0.341429,-21026.51913251,13;13;11
0.2517253333333335,3.2724033333333336,0.2576648,183883.73440874,123472.10835414,60411.6260546,58873.98974915,1537.63630545,0.341429,-21026.51913251,13;13;11
0.2517253333333336,3.2724033333333336,0.7729944,14736939.2949473,14678657.2065621,58282.0883852,56756.89304252,1525.19534269,0.341429,-21026.51913251,13;13;11
0.2517253333333336,3.2724033333333336,1.2883240000000002,3767718.25548151,3752383.65960412,15334.59587739,14177.58951612,1157.00636127,0.341429,-21026.51913251,13;13;11
0.25172533333333363,3.2724033333333336,1.8036535999999999,74360.73326584,149728.42941238,-75367.69614654,-75887.00705086,519.31090432,0.341429,-21026.51913251,13;13;11
0.2517253333333337,3.2724033333333336,2.3189832,-130566.87973509,64136.01430591,-194702.89404101,-194472.61853092,-230.27551008,0.341429,-21026.51913251,13;13;11
0.2517253333333337,3.2724033333333336,2.8343128,47315.44565738,121016.03694044,-73700.59128306,-72796.93744951,-903.65383355,0.341429,-21026.51913251,13;13;11
0.25172533333333375,3.2724033333333336,3.3496424000000005,5462578.07955777,5486077.16398827,-23499.0844305,-22169.51283379,-1329.57159671,0.341429,-21026.51913251,13;13;11
0.25172533333333375,3.272403333333334,3.8649720000000007,5004589.50434813,5026283.63027478,-21694.12592665,-20298.77342265,-1395.352504,0.341429,-21026.51913251,13;13;11
0.2517253333333338,3.272403333333334,4.3803016,5120702.37805901,5151060.65518119,-30358.27712218,-29284.10595,-1074.17117217,0.341429,-21026.51913251,13;13;11
0.2517253333333338,3.272403333333334,4.8956312,-8585.50235429,20833.29354455,-29418.79589884,-28986.12607844,-432.66982039,0.341429,-21026.51913251,13;13;11
0.25172533333333386,3.272403333333334,5.410960800000001,7431562.11361688,7437863.00049268,-6300.8868758,-6684.01476082,383.12788502,0.341429,-21026.51913251,13;13;11
0.2517253333333339,3.272403333333334,5.926290400000001,1886047.97214575,1851701.33711304,34346.63503271,33164.64319906,1181.99183365,0.341429,-21026.51913251,13;13;11
0.2517253333333339,3.272403333333334,6.44162,11367515.73127061,11291128.40558702,76387.32568358,74612.29364454,1775.03203904,0.341429,-21026.51913251,13;13;11
0.25172533333333397,3.272403333333334,6.956949600000001,88845.14549868,-15.68126543,88860.8267641,86836.27326043,2024.55350368,0.341429,-21026.51913251,13;13;11
0.25172533333333397,3.272403333333334,7.472279200000001,5516047.44936895,5459660.35871396,56387.09065499,54507.31272227,1879.77793271,0.341429,-21026.51913251,13;13;11
0.251725333333334,3.272403333333334,7.9876088,374364.62286561,366088.7437107,8275.87915491,6887.62430266,1388.25485225,0.341429,-21026.51913251,13;13;11
0.251725333333334,3.272403333333334,8.502938400000001,93853.87004448,123922.30695536,-30068.43691088,-30748.56790583,680.13099495,0.341429,-21026.51913251,13;13;11
0.2517253333333341,3.272403333333334,9.018268,747418.48823323,784881.37988414,-37462.89165091,-37394.73693037,-68.15472054,0.341429,-21026.51913251,13;13;11
0.25172533333333413,3.272403333333334,9.5335976,12779562.69655478,12804024.82640226,-24462.12984748,-23783.60856865,-678.52127883,0.341429,-21026.51913251,13;13;11
