X,Y,Z,energy,LJ,Coulomb_ewald,Coulomb_real,Coulomb_fourier,alpha
0.0,0.0,0.0,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
4.1519522706966176e-17,4.1519522706966176e-17,0.6780652631578947,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
8.303904541393235e-17,8.303904541393235e-17,1.3561305263157895,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
1.2455856812089852e-16,1.2455856812089852e-16,2.034195789473684,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
1.660780908278647e-16,1.660780908278647e-16,2.712261052631579,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
2.075976135348309e-16,2.075976135348309e-16,3.3903263157894736,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
2.4911713624179705e-16,2.4911713624179705e-16,4.068391578947368,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
2.9063665894876325e-16,2.9063665894876325e-16,4.746456842105263,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
3.321561816557294e-16,3.321561816557294e-16,5.424522105263158,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
3.7367570436269557e-16,3.7367570436269557e-16,6.1025873684210525,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
4.151952270696618e-16,4.151952270696618e-16,6.780652631578947,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
4.56714749776628e-16,4.56714749776628e-16,7.458717894736843,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
4.982342724835941e-16,4.982342724835941e-16,8.136783157894737,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
5.3975379519056025e-16,5.3975379519056025e-16,8.81484842105263,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
5.812733178975265e-16,5.812733178975265e-16,9.492913684210526,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
6.227928406044927e-16,6.227928406044927e-16,10.170978947368422,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
6.643123633114588e-16,6.643123633114588e-16,10.849044210526316,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
7.05831886018425e-16,7.05831886018425e-16,11.52710947368421,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
7.473514087253911e-16,7.473514087253911e-16,12.205174736842105,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
7.888709314323574e-16,7.888709314323574e-16,12.88324,1880.04746293,6650.54805164,-4770.50058871,-3824.2797453,-946.22084342,0.341429
0.39746105263157894,0.0,0.0,22437.64383456,28178.24970389,-5740.60586933,-4612.86164447,-1127.74422486,0.341429
0.397461052631579,4.1519522706966176e-17,0.6780652631578947,16060.47026284,21206.90495367,-5146.43469083,-3999.3607001,-1147.07399074,0.341429
